year,title,china_title,Articles_URL
1997,An enzyme similar to animal type II photolyases mediates photoreactivation in Arabidopsis.,一种类似于动物II型光解酶的酶在拟南芥中介导光活化。,http://www.plantcell.org/content/9/2/199
1990,An intrinsic tonoplast protein of protein storage vacuoles in seeds is structurally related to a bacterial solute transporter (GIpF).,种子蛋白质贮藏液泡中的液泡膜蛋白在结构上与细菌溶质转运蛋白（GIpF）有关。,http://www.plantcell.org/content/2/6/525
1996,An octadecanoid pathway mutant (JL5) of tomato is compromised in signaling for defense against insect attack.,番茄十八烷酸途径突变体（JL5）在防御昆虫攻击的信号转导中受到损害。,http://www.plantcell.org/content/8/11/2067
1989,"An octopine synthase enhancer element directs tissue-specific expression and binds ASF-1, a factor from tobacco nuclear extracts.",一种奥托品合成酶增强子元件指导组织特异性表达，并与烟草核提取物中的一种因子ASF-1结合。,http://www.plantcell.org/content/1/10/977
2013,"An-1 Encodes a Basic Helix-Loop-Helix Protein That Regulates Awn Development, Grain Size, and Grain Number in Rice",An-1编码一种调节水稻芒发育、粒径和粒数的基本螺旋环螺旋蛋白,http://www.plantcell.org/content/25/9/3360
2010,Analyses of SORTING NEXINs Reveal Distinct Retromer-Subcomplex Functions in Development and Protein Sorting in Arabidopsis thaliana,对分离连接蛋白的分析表明，在拟南芥的发育和蛋白质分类中，具有明显的反转录亚复合物功能,http://www.plantcell.org/content/22/12/3980
2002,Analysis and Effects of Cytosolic Free Calcium Increases in Response to Elicitors in Nicotiana plumbaginifolia Cells,烟草细胞胞浆游离钙对诱导子反应的影响及分析,http://www.plantcell.org/content/14/10/2627
2003,Analysis of Combinatorial Loss-of-Function Mutants in the Arabidopsis Ethylene Receptors Reveals That the ers1 etr1 Double Mutant Has Severe Developmental Defects That Are EIN2 Dependent,拟南芥乙烯受体功能缺失突变体组合分析表明，ers1-etr1双突变体存在严重的发育缺陷，其发育依赖于EIN2,http://www.plantcell.org/content/15/9/2032
2014,Analysis of Complementarity Requirements for Plant MicroRNA Targeting Using a Nicotiana benthamiana Quantitative Transient Assay,烟草微量rna靶向互补性分析,http://www.plantcell.org/content/26/2/741
2008,Analysis of Cortical Arrays from Tradescantia virginiana at High Resolution Reveals Discrete Microtubule Subpopulations and Demonstrates That Confocal Images of Arrays Can Be Misleading,紫露草皮层阵列的高分辨率分析揭示了离散的微管亚群，并表明阵列的共焦图像可能具有误导性,http://www.plantcell.org/content/20/4/982
2011,"Analysis of Cytokinin Mutants and Regulation of Cytokinin Metabolic Genes Reveals Important Regulatory Roles of Cytokinins in Drought, Salt and Abscisic Acid Responses, and Abscisic Acid Biosynthesis",细胞分裂素突变体的分析和细胞分裂素代谢基因的调控揭示了细胞分裂素在干旱、盐和脱落酸反应以及脱落酸生物合成中的重要调控作用,http://www.plantcell.org/content/23/6/2169
1993,Analysis of Leaf Sectors in the NCS6 Mitochondrial Mutant of Maize.,玉米NCS6线粒体突变体的叶区分析。,http://www.plantcell.org/content/5/8/963
2014,Analysis of Natural and Induced Variation in Tomato Glandular Trichome Flavonoids Identifies a Gene Not Present in the Reference Genome,番茄腺毛类黄酮的自然变异和诱导变异分析确定了参考基因组中不存在的基因,http://www.plantcell.org/content/26/8/3272
2007,Analysis of Small RNAs in the Basal Plant Lineages Physcomitrella and Selaginella,Physocmitrella和卷柏属植物的小RNA分析,http://www.plantcell.org/content/19/6/1722
2010,"Analysis of TETRAKETIDE α-PYRONE REDUCTASE Function in Arabidopsis thaliana Reveals a Previously Unknown, but Conserved, Biochemical Pathway in Sporopollenin Monomer Biosynthesis",对拟南芥四酮α-吡喃酮还原酶功能的分析揭示了孢子粉蛋白单体生物合成中一个未知但保守的生化途径,http://www.plantcell.org/content/22/12/4067
2007,Analysis of Transcription Factor HY5 Genomic Binding Sites Revealed Its Hierarchical Role in Light Regulation of Development,转录因子HY5基因组结合位点分析揭示其在光调节发育中的层次性作用,http://www.plantcell.org/content/19/3/731
2018,Analysis of Two New Arabinosyltransferases Belonging to the Carbohydrate-Active Enzyme (CAZY) Glycosyl Transferase Family1 Provides Insights into Disease Resistance and Sugar Donor Specificity,对糖基活性酶（CAZY）糖基转移酶家族中两种新的阿拉伯糖基转移酶的分析1为进一步了解抗病性和糖供体特异性提供了依据,http://www.plantcell.org/content/30/12/3038
1994,Analysis of a soluble calmodulin binding protein from fava bean roots: identification of glutamate decarboxylase as a calmodulin-activated enzyme.,蚕豆根可溶性钙调素结合蛋白的分析：谷氨酸脱羧酶作为钙调素激活酶的鉴定。,http://www.plantcell.org/content/6/8/1135
1993,Analysis of a tobacco mosaic virus strain capable of overcoming N gene-mediated resistance.,一株能克服N基因介导抗性的烟草花叶病毒菌株的分析。,http://www.plantcell.org/content/5/5/577
1989,Analysis of avenin proteins and the expression of their mRNAs in developing oat seeds.,燕麦种子发育过程中avenin蛋白及其mRNAs的表达分析。,http://www.plantcell.org/content/1/9/913
1991,Analysis of maize brittle-1 alleles and a defective Suppressor-mutator-induced mutable allele.,玉米脆性-1等位基因和一个缺陷抑制突变诱导的突变等位基因分析。,http://www.plantcell.org/content/3/12/1337
1990,Analysis of regulatory elements involved in the induction of two tobacco genes by salicylate treatment and virus infection.,水杨酸处理和病毒侵染诱导烟草两个基因的调控元件分析。,http://www.plantcell.org/content/2/4/357
1991,Analysis of rice Act1 5' region activity in transgenic rice plants.,转基因水稻Act1 5区活性分析。,http://www.plantcell.org/content/3/11/1155
1990,Analysis of stress-induced or salicylic acid-induced expression of the pathogenesis-related 1a protein gene in transgenic tobacco.,转基因烟草胁迫诱导和水杨酸诱导的发病相关1a蛋白基因表达分析。,http://www.plantcell.org/content/2/2/95
2008,Analysis of the Arabidopsis Histidine Kinase ATHK1 Reveals a Connection between Vegetative Osmotic Stress Sensing and Seed Maturation,对拟南芥组氨酸激酶ATHK1的分析揭示了营养渗透胁迫与种子成熟的关系,http://www.plantcell.org/content/20/4/1101
2003,Analysis of the Arabidopsis MADS AFFECTING FLOWERING Gene Family: MAF2 Prevents Vernalization by Short Periods of Cold ,影响开花基因家族的拟南芥MADS分析：MAF2通过短时间的寒冷阻止春化,http://www.plantcell.org/content/15/5/1159
2008,Analysis of the Arabidopsis O-Acetylserine(thiol)lyase Gene Family Demonstrates Compartment-Specific Differences in the Regulation of Cysteine Synthesis,对拟南芥O-乙酰丝氨酸（巯基）裂解酶基因家族的分析表明，在半胱氨酸合成的调节上存在着室特异性差异,http://www.plantcell.org/content/20/1/168
2012,Analysis of the Arabidopsis Shoot Meristem Transcriptome during Floral Transition Identifies Distinct Regulatory Patterns and a Leucine-Rich Repeat Protein That Promotes Flowering,拟南芥茎尖分生组织转录组在花期转换过程中的分析鉴定了不同的调控模式和促进开花的富含亮氨酸的重复蛋白,http://www.plantcell.org/content/24/2/444
2006,"Analysis of the Arabidopsis rsr4-1/pdx1-3 Mutant Reveals the Critical Function of the PDX1 Protein Family in Metabolism, Development, and Vitamin B6 Biosynthesis",对拟南芥rsr4-1/pdx1-3突变体的分析揭示了pdx1蛋白家族在代谢、发育和维生素B6生物合成中的关键作用,http://www.plantcell.org/content/18/7/1722
2012,"Analysis of the Developmental Roles of the Arabidopsis Gibberellin 20-Oxidases Demonstrates That GA20ox1, -2, and -3 Are the Dominant Paralogs",对拟南芥赤霉素20氧化酶发育作用的分析表明，GA20ox1、-2和-3是拟南芥赤霉素20氧化酶的主要副产物,http://www.plantcell.org/content/24/3/941
2008,Analysis of the Golgi Apparatus in Arabidopsis Seed Coat Cells during Polarized Secretion of Pectin-Rich Mucilage,拟南芥种皮细胞分泌果胶时高尔基体的分析,http://www.plantcell.org/content/20/6/1623
1999,Analysis of the Nucleus-Encoded and Chloroplast-Targeted Rieske Protein by Classic and Site-Directed Mutagenesis of Chlamydomonas,衣藻核编码和叶绿体靶向Rieske蛋白的经典和定点突变分析,http://www.plantcell.org/content/11/10/2031
2006,Analysis of the Petunia TM6 MADS Box Gene Reveals Functional Divergence within the DEF/AP3 Lineage,矮牵牛TM6 MADS-Box基因的分析揭示了DEF/AP3家族的功能分化,http://www.plantcell.org/content/18/8/1819
2014,Analysis of the Root System Architecture of Arabidopsis Provides a Quantitative Readout of Crosstalk between Nutritional Signals,拟南芥根系结构分析提供了营养信号间串扰的定量读数,http://www.plantcell.org/content/26/4/1480
2006,Analysis of the Transcription Factor WUSCHEL and Its Functional Homologue in Antirrhinum Reveals a Potential Mechanism for Their Roles in Meristem Maintenance,金鱼草转录因子WUSCHEL及其功能同源物的分析揭示了它们在分生组织维持中的潜在机制,http://www.plantcell.org/content/18/3/560
1995,Analysis of the role of 5' and 3' flanking sequence elements upon in vivo expression of the plant tRNATrp genes.,5'和3'侧翼序列元件对植物trnatp基因在体内表达的作用分析。,http://www.plantcell.org/content/7/10/1723
1990,Analysis of tomato polygalacturonase expression in transgenic tobacco.,番茄多聚半乳糖醛酸酶在转基因烟草中的表达分析。,http://www.plantcell.org/content/2/12/1239
2006,Ancient Polyploidy in the Sister Families Brassicaceae and Cleomaceae,芸苔科和铁线莲科姊妹科的古代多倍体,http://www.plantcell.org/content/18/5/1109a
2020,Another Brick in the Plant Cell Wall: Characterization of Arabidopsis CSLD3 Function in Cell Wall Synthesis,植物细胞壁中的另一块砖：拟南芥CSLD3在细胞壁合成中作用的表征,http://www.plantcell.org/content/32/5/1359
2016,Another Step Closer to Understanding Plant Cell Wall Biosynthesis: The Crystal Structure of FUCOSYLTRANSFERASE1,进一步了解植物细胞壁生物合成：岩藻糖基转移酶1的晶体结构,http://www.plantcell.org/content/28/10/2344
2013,Antagonistic Basic Helix-Loop-Helix/bZIP Transcription Factors Form Transcriptional Modules That Integrate Light and Reactive Oxygen Species Signaling in Arabidopsis,拮抗性碱性螺旋环螺旋/bZIP转录因子在拟南芥中形成整合光和活性氧信号的转录模块,http://www.plantcell.org/content/25/5/1657
2009,Antagonistic HLH/bHLH Transcription Factors Mediate Brassinosteroid Regulation of Cell Elongation and Plant Development in Rice and Arabidopsis,拮抗HLH/bHLH转录因子介导油菜素类固醇对水稻和拟南芥细胞伸长和植株发育的调节,http://www.plantcell.org/content/21/12/3767
2004,Antagonistic Interaction between Abscisic Acid and Jasmonate-Ethylene Signaling Pathways Modulates Defense Gene Expression and Disease Resistance in Arabidopsis,脱落酸与茉莉酸乙烯信号途径的拮抗作用对拟南芥防卫基因表达和抗病性的调节,http://www.plantcell.org/content/16/12/3460
2008,Antagonistic Interaction between Systemic Acquired Resistance and the Abscisic Acid–Mediated Abiotic Stress Response in Arabidopsis,拟南芥系统获得性抗性与脱落酸介导的非生物胁迫反应的拮抗作用,http://www.plantcell.org/content/20/6/1678
2017,Antagonistic Transcription Factor Complexes Modulate the Floral Transition in Rice,拮抗转录因子复合物对水稻花期转换的调控,http://www.plantcell.org/content/29/11/2801
1997,Antagonistic effects of abscisic acid and jasmonates on salt stress-inducible transcripts in rice roots.,脱落酸和茉莉酸盐对水稻根系盐胁迫诱导转录的拮抗作用。,http://www.plantcell.org/content/9/12/2243
2015,Anthocyanin Vacuolar Inclusions Form by a Microautophagy Mechanism,花青素空泡内含物的形成机制,http://www.plantcell.org/content/27/9/2545
1999,Anticipating Endoplasmic Reticulum Stress: A Novel Early Response before Pathogenesis-Related Gene Induction,内质网应激预测：发病相关基因诱导前的一种新的早期反应,http://www.plantcell.org/content/11/10/1935
2005,Antiquity of MicroRNAs and Their Targets in Land Plants,微rna及其在陆地植物中的作用,http://www.plantcell.org/content/17/6/1658
2001,"Antisense Expression of a Cell Wall–Associated Protein Kinase, WAK4, Inhibits Cell Elongation and Alters Morphology",细胞壁相关蛋白激酶WAK4的反义表达抑制细胞伸长和改变形态学,http://www.plantcell.org/content/13/6/1317
2001,Antisense Expression of an Arabidopsis Ran Binding Protein Renders Transgenic Roots Hypersensitive to Auxin and Alters Auxin-Induced Root Growth and Development by Arresting Mitotic Progress,反义表达拟南芥Ran结合蛋白使转基因根对生长素高度敏感，通过抑制有丝分裂进程改变生长素诱导的根生长发育,http://www.plantcell.org/content/13/12/2619
1999,Antisense Inhibition of Tomato Fruit Sucrose Synthase Decreases Fruit Setting and the Sucrose Unloading Capacity of Young Fruit,反义抑制番茄果实蔗糖合酶降低坐果率和幼果卸糖能力,http://www.plantcell.org/content/11/12/2407
2012,Antisense Inhibition of the 2-Oxoglutarate Dehydrogenase Complex in Tomato Demonstrates Its Importance for Plant Respiration and during Leaf Senescence and Fruit Maturation,反义抑制番茄中2-氧谷氨酸脱氢酶复合物对植物呼吸、叶片衰老和果实成熟的重要作用,http://www.plantcell.org/content/24/6/2328
2011,Antisense Inhibition of the Iron-Sulphur Subunit of Succinate Dehydrogenase Enhances Photosynthesis and Growth in Tomato via an Organic Acid–Mediated Effect on Stomatal Aperture,反义抑制琥珀酸脱氢酶铁硫亚基对番茄光合作用和生长的影响,http://www.plantcell.org/content/23/2/600
2001,Antisense Inhibition of the Photosynthetic Antenna Proteins CP29 and CP26: Implications for the Mechanism of Protective Energy Dissipation,光合天线蛋白CP29和CP26的反义抑制：保护性能量耗散机制的意义,http://www.plantcell.org/content/13/5/1193
1999,Antisense Repression of Vacuolar and Cell Wall Invertase in Transgenic Carrot Alters Early Plant Development and Sucrose Partitioning,反义抑制转基因胡萝卜液泡和细胞壁转化酶改变植株早期发育和蔗糖分配,http://www.plantcell.org/content/11/2/177
2004,Antisense Transcript and RNA Processing Alterations Suppress Instability of Polyadenylated mRNA in Chlamydomonas Chloroplasts,反义转录和RNA处理改变抑制衣藻叶绿体中多聚腺苷酸mRNA的不稳定性,http://www.plantcell.org/content/16/11/2849
1992,Antisense inhibition of flavonoid biosynthesis in petunia anthers results in male sterility.,反义抑制矮牵牛花药类黄酮生物合成导致雄性不育。,http://www.plantcell.org/content/4/3/253
1997,Antisense suppression of 4-coumarate:coenzyme A ligase activity in Arabidopsis leads to altered lignin subunit composition.,反义抑制4-香豆酸：拟南芥辅酶A连接酶活性导致木质素亚基组成改变。,http://www.plantcell.org/content/9/11/1985
1997,Antisense suppression of phospholipase D alpha retards abscisic acid- and ethylene-promoted senescence of postharvest Arabidopsis leaves.,反义磷脂酶Dα抑制脱落酸，乙烯促进拟南芥采后叶片衰老。,http://www.plantcell.org/content/9/12/2183
2007,Apical Bud Formation and Dormancy Induction in Poplar,杨树顶芽形成及休眠诱导,http://www.plantcell.org/content/19/8/2322.1
2010,Apomictic and Sexual Ovules of Boechera Display Heterochronic Global Gene Expression Patterns,波尔切拉无融合生殖胚珠和有性胚珠表现出异质的慢性全局基因表达模式,http://www.plantcell.org/content/22/3/655
2010,Apomixis and Gene Expression in Boechera,Boechera无融合生殖及其基因表达,http://www.plantcell.org/content/22/3/539
2004,Apoplastic Synthesis of Nitric Oxide by Plant Tissues,植物组织诱导一氧化氮的质外合成,http://www.plantcell.org/content/16/2/332
1996,Apoptosis: A Functional Paradigm for Programmed Plant Cell Death Induced by a Host-Selective Phytotoxin and Invoked during Development.,细胞凋亡：一种由宿主选择性植物毒素诱导并在发育过程中被激活的植物细胞程序性死亡的功能模式。,http://www.plantcell.org/content/8/3/375
1994,Apparent Inhibition of Chloroplast Protein Import by Cold Temperatures Is Due to Energetic Considerations Not Membrane Fluidity.,低温明显抑制叶绿体蛋白的输入是由于能量因素而不是膜流动性。,http://www.plantcell.org/content/6/3/427
1996,Apparent redundancy in myb gene function provides gearing for the control of flavonoid biosynthesis in antirrhinum flowers.,myb基因功能的明显冗余为金鱼草花类黄酮生物合成的调控提供了条件。,http://www.plantcell.org/content/8/9/1519
1996,Approaching the Lower Limits of Transgene Variability.,接近转基因变异的下限。,http://www.plantcell.org/content/8/9/1589
2015,Aquaporins Contribute to ABA-Triggered Stomatal Closure through OST1-Mediated Phosphorylation,水通道蛋白通过OST1介导的磷酸化参与ABA诱导的气孔关闭,http://www.plantcell.org/content/27/7/1945
2008,Aquaporins and Chloroplast Membrane Permeability,水通道蛋白与叶绿体膜透性,http://www.plantcell.org/content/20/3/499
2008,Arabidopsis 10-Formyl Tetrahydrofolate Deformylases Are Essential for Photorespiration,拟南芥10-甲酰四氢叶酸脱氢酶是光呼吸的必需酶,http://www.plantcell.org/content/20/7/1818
2013,"Arabidopsis 56–Amino Acid Serine Palmitoyltransferase-Interacting Proteins Stimulate Sphingolipid Synthesis, Are Essential, and Affect Mycotoxin Sensitivity",拟南芥56-氨基酸丝氨酸-棕榈酰转移酶相互作用蛋白刺激鞘脂合成，是必需的，并影响真菌毒素敏感性,http://www.plantcell.org/content/25/11/4627
2002,"Arabidopsis A BOUT DE SOUFFLE, Which Is Homologous with Mammalian Carnitine Acyl Carrier, Is Required for Postembryonic Growth in the Light",拟南芥：一种与哺乳动物肉碱酰基载体同源的脱蛋奶酥，需要在光照下进行胚后生长,http://www.plantcell.org/content/14/9/2161
2006,Arabidopsis ABA INSENSITIVE4 Regulates Lipid Mobilization in the Embryo and Reveals Repression of Seed Germination by the Endosperm,拟南芥ABA不敏感4调节胚乳中脂质的动员并揭示胚乳对种子萌发的抑制作用,http://www.plantcell.org/content/18/8/1887
2010,"Arabidopsis ABCG Transporters, Which Are Required for Export of Diverse Cuticular Lipids, Dimerize in Different Combinations",拟南芥ABCG转运体是多种角质层脂类输出所必需的，它们以不同的组合进行二聚,http://www.plantcell.org/content/22/9/3066
2011,Arabidopsis ABERRANT PEROXISOME MORPHOLOGY9 Is a Peroxin That Recruits the PEX1-PEX6 Complex to Peroxisomes,拟南芥异常过氧化物酶体形态9是一种过氧化物酶体，它将PEX1-PEX6复合物募集到过氧化物酶体中,http://www.plantcell.org/content/23/4/1573
2006,Arabidopsis ACCELERATED CELL DEATH2 Modulates Programmed Cell Death,拟南芥加速细胞死亡2调节程序性细胞死亡,http://www.plantcell.org/content/18/2/397
2013,Arabidopsis ACTIN-DEPOLYMERIZING FACTOR7 Severs Actin Filaments and Regulates Actin Cable Turnover to Promote Normal Pollen Tube Growth,拟南芥肌动蛋白解聚因子7切断肌动蛋白丝并调节肌动蛋白丝的周转以促进花粉管的正常生长,http://www.plantcell.org/content/25/9/3405
2001,"Arabidopsis ALF5, a Multidrug Efflux Transporter Gene Family Member, Confers Resistance to Toxins",多药外排转运体基因家族成员拟南芥ALF5对毒素具有抗性,http://www.plantcell.org/content/13/7/1625
2019,Arabidopsis ALIX Regulates Stomatal Aperture and Turnover of Abscisic Acid Receptors,拟南芥ALIX调控脱落酸受体气孔孔径和周转,http://www.plantcell.org/content/31/10/2411
2008,Arabidopsis ARC6 Coordinates the Division Machineries of the Inner and Outer Chloroplast Membranes through Interaction with PDV2 in the Intermembrane Space,拟南芥ARC6通过与膜间空间PDV2的相互作用协调内外叶绿体膜的分裂机制,http://www.plantcell.org/content/20/9/2460
2009,Arabidopsis ASA1 Is Important for Jasmonate-Mediated Regulation of Auxin Biosynthesis and Transport during Lateral Root Formation,拟南芥ASA1在茉莉酸调节侧根形成过程中生长素的生物合成和运输中具有重要作用,http://www.plantcell.org/content/21/5/1495
2014,Arabidopsis ATG8-INTERACTING PROTEIN1 Is Involved in Autophagy-Dependent Vesicular Trafficking of Plastid Proteins to the Vacuole,拟南芥ATG8-相互作用蛋白1参与自噬依赖的质体蛋白向液泡的囊泡转运,http://www.plantcell.org/content/26/10/4084
2011,Arabidopsis ATM and ATR Kinases Prevent Propagation of Genome Damage Caused by Telomere Dysfunction,拟南芥ATM和ATR激酶对端粒功能障碍所致基因组损伤的抑制作用,http://www.plantcell.org/content/23/12/4254
2017,Arabidopsis ATRX Modulates H3.3 Occupancy and Fine-Tunes Gene Expression,拟南芥ATRX调控H3.3占有率和精细Tunes基因表达,http://www.plantcell.org/content/29/7/1773
2011,Arabidopsis Actin Depolymerizing Factor4 Modulates the Stochastic Dynamic Behavior of Actin Filaments in the Cortical Array of Epidermal Cells,拟南芥肌动蛋白解聚因子4调节表皮细胞皮层肌动蛋白丝的随机动态行为,http://www.plantcell.org/content/23/10/3711
2012,Arabidopsis Annexin1 Mediates the Radical-Activated Plasma Membrane Ca2+- and K+-Permeable Conductance in Root Cells,拟南芥Annexin1介导根细胞自由基活化质膜Ca2+-和K+通透性,http://www.plantcell.org/content/24/4/1522
2003,"Arabidopsis AtGPAT1, a Member of the Membrane-Bound Glycerol-3-Phosphate Acyltransferase Gene Family, Is Essential for Tapetum Differentiation and Male Fertility",拟南芥AtGPAT1是膜结合甘油-3-磷酸酰基转移酶基因家族的一员，是绒毡层分化和雄性不育的关键基因,http://www.plantcell.org/content/15/8/1872
2003,Arabidopsis AtMYC2 (bHLH) and AtMYB2 (MYB) Function as Transcriptional Activators in Abscisic Acid Signaling,拟南芥AtMYC2（bHLH）和AtMYB2（MYB）在脱落酸信号转导中的转录激活作用,http://www.plantcell.org/content/15/1/63
2015,Arabidopsis BIRD Zinc Finger Proteins Jointly Stabilize Tissue Boundaries by Confining the Cell Fate Regulator SHORT-ROOT and Contributing to Fate Specification,拟南芥鸟锌指蛋白通过限制细胞命运调节因子短根和促进命运规范共同稳定组织边界,http://www.plantcell.org/content/27/4/1185
2013,Arabidopsis BPM Proteins Function as Substrate Adaptors to a CULLIN3-Based E3 Ligase to Affect Fatty Acid Metabolism in Plants,拟南芥BPM蛋白作为CULLIN3基E3连接酶的底物适配器影响植物脂肪酸代谢,http://www.plantcell.org/content/25/6/2253
2007,Arabidopsis BRANCHED1 Acts as an Integrator of Branching Signals within Axillary Buds,拟南芥分枝1是腋芽内分枝信号的集合体,http://www.plantcell.org/content/19/2/458
2013,"Arabidopsis Basic Helix-Loop-Helix Transcription Factors MYC2, MYC3, and MYC4 Regulate Glucosinolate Biosynthesis, Insect Performance, and Feeding Behavior",拟南芥碱性螺旋环螺旋转录因子MYC2、MYC3和MYC4调节硫代葡萄糖苷生物合成、昆虫行为和摄食行为,http://www.plantcell.org/content/25/8/3117
2002,Arabidopsis Basic Leucine Zipper Proteins That Mediate Stress-Responsive Abscisic Acid Signaling,介导胁迫应答脱落酸信号的拟南芥碱性亮氨酸拉链蛋白,http://www.plantcell.org/content/14/2/343
2015,Arabidopsis CALCIUM-DEPENDENT PROTEIN KINASE8 and CATALASE3 Function in Abscisic Acid-Mediated Signaling and H2O2 Homeostasis in Stomatal Guard Cells under Drought Stress,干旱胁迫下拟南芥钙依赖蛋白KINASE8和CATALASE3在脱落酸介导的气孔保卫细胞信号转导和H2O2稳态中的作用,http://www.plantcell.org/content/27/5/1445
2014,Arabidopsis CAM7 and HY5 Physically Interact and Directly Bind to the HY5 Promoter to Regulate Its Expression and Thereby Promote Photomorphogenesis,拟南芥CAM7和HY5在物理上相互作用并直接与HY5启动子结合以调节其表达，从而促进光形态发生,http://www.plantcell.org/content/26/3/1036
2004,"Arabidopsis CAND1, an Unmodified CUL1-Interacting Protein, Is Involved in Multiple Developmental Pathways Controlled by Ubiquitin/Proteasome-Mediated Protein Degradation",拟南芥CAND1是一种未经修饰的CUL1相互作用蛋白，参与了由泛素/蛋白酶体介导的蛋白质降解控制的多种发育途径,http://www.plantcell.org/content/16/7/1870
2002,Arabidopsis CAP Regulates the Actin Cytoskeleton Necessary for Plant Cell Elongation and Division,拟南芥CAP调节植物细胞伸长和分裂所必需的肌动蛋白细胞骨架,http://www.plantcell.org/content/14/1/149
2015,Arabidopsis CBP1 Is a Novel Regulator of Transcription Initiation in Central Cell-Mediated Pollen Tube Guidance,拟南芥CBP1是一种新的细胞介导花粉管诱导转录起始调控因子,http://www.plantcell.org/content/27/10/2880
2006,Arabidopsis CONSTANS-LIKE3 Is a Positive Regulator of Red Light Signaling and Root Growth,拟南芥CONSTANS-LIKE3是红光信号和根系生长的正调节因子,http://www.plantcell.org/content/18/1/70
1994,"Arabidopsis COP8, COP10, and COP11 genes are involved in repression of photomorphogenic development in darkness.",拟南芥COP8、COP10和COP11基因参与了黑暗中光形态发育的抑制。,http://www.plantcell.org/content/6/5/629
2016,Arabidopsis CSLD5 Functions in Cell Plate Formation in a Cell Cycle-Dependent Manner,拟南芥CSLD5在细胞周期依赖性细胞板形成中的作用,http://www.plantcell.org/content/28/7/1722
2013,Arabidopsis CSN5B Interacts with VTC1 and Modulates Ascorbic Acid Synthesis,拟南芥CSN5B与VTC1相互作用调节抗坏血酸合成,http://www.plantcell.org/content/25/2/625
2006,Arabidopsis CULLIN4 Forms an E3 Ubiquitin Ligase with RBX1 and the CDD Complex in Mediating Light Control of Development,拟南芥CULLIN4与RBX1和CDD复合物形成E3泛素连接酶介导光调控发育,http://www.plantcell.org/content/18/8/1991
2010,Arabidopsis CULLIN4-Damaged DNA Binding Protein 1 Interacts with CONSTITUTIVELY PHOTOMORPHOGENIC1-SUPPRESSOR OF PHYA Complexes to Regulate Photomorphogenesis and Flowering Time,拟南芥CULLIN4损伤的DNA结合蛋白1与PHYA复合物的组成性光形态抑制因子相互作用调节光形态发生和开花时间,http://www.plantcell.org/content/22/1/108
2006,Arabidopsis CUP-SHAPED COTYLEDON3 Regulates Postembryonic Shoot Meristem and Organ Boundary Formation,拟南芥杯状子叶3调节胚后芽分生组织和器官边界的形成,http://www.plantcell.org/content/18/11/2946
2013,Arabidopsis CURVATURE THYLAKOID1 Proteins Modify Thylakoid Architecture by Inducing Membrane Curvature,拟南芥曲度类囊体1蛋白通过诱导膜曲度改变类囊体结构,http://www.plantcell.org/content/25/7/2661
2005,"Arabidopsis CYP85A2, a Cytochrome P450, Mediates the Baeyer-Villiger Oxidation of Castasterone to Brassinolide in Brassinosteroid Biosynthesis",拟南芥CYP85A2是一种细胞色素P450，在油菜甾体激素生物合成中介导Castasterone的Baeyer-Villiger氧化为油菜素内酯,http://www.plantcell.org/content/17/8/2397
2013,Arabidopsis Casein Kinase1 Proteins CK1.3 and CK1.4 Phosphorylate Cryptochrome2 to Regulate Blue Light Signaling,拟南芥酪蛋白激酶1蛋白CK1.3和CK1.4磷酸化隐色素2调节蓝光信号,http://www.plantcell.org/content/25/7/2618
2015,Arabidopsis Cell Division Cycle 20.1 Is Required for Normal Meiotic Spindle Assembly and Chromosome Segregation,正常减数分裂纺锤体组装和染色体分离需要拟南芥细胞分裂周期20.1,http://www.plantcell.org/content/27/12/3367
2013,Arabidopsis Chlorophyll Biosynthesis: An Essential Balance between the Methylerythritol Phosphate and Tetrapyrrole Pathways,拟南芥叶绿素生物合成：甲基赤藓糖醇磷酸酯和四吡咯途径之间的基本平衡,http://www.plantcell.org/content/25/12/4984
2015,Arabidopsis Chloroplast Mini-Ribonuclease III Participates in rRNA Maturation and Intron Recycling,拟南芥叶绿体迷你核糖核酸酶III参与rRNA成熟和内含子循环,http://www.plantcell.org/content/27/3/724
2012,Arabidopsis Chloroplast RNA Binding Proteins CP31A and CP29A Associate with Large Transcript Pools and Confer Cold Stress Tolerance by Influencing Multiple Chloroplast RNA Processing Steps,拟南芥叶绿体RNA结合蛋白CP31A和CP29A通过影响多个叶绿体RNA处理步骤，与大的转录池相结合，从而获得耐寒性,http://www.plantcell.org/content/24/10/4266
2013,Arabidopsis Chromatin Remodeling Factor PICKLE Interacts with Transcription Factor HY5 to Regulate Hypocotyl Cell Elongation,拟南芥染色质重塑因子PICKLE与转录因子HY5相互作用调节下胚轴细胞伸长,http://www.plantcell.org/content/25/1/242
2006,Arabidopsis Chromatin-Associated HMGA and HMGB Use Different Nuclear Targeting Signals and Display Highly Dynamic Localization within the Nucleus,拟南芥染色质相关的HMGA和HMGB利用不同的核靶向信号，在细胞核内显示高度动态定位,http://www.plantcell.org/content/18/11/2904
2011,Arabidopsis Class I KNOTTED-Like Homeobox Proteins Act Downstream in the IDA-HAE/HSL2 Floral Abscission Signaling Pathway,拟南芥I类结状同源盒蛋白在IDA-HAE/HSL2花脱落信号通路中的下游作用,http://www.plantcell.org/content/23/7/2553
